,precision,recall,f1-score,support
BLUE COAU,0.8888888888888888,0.8135593220338984,0.8495575221238938,59.0
BLUE DACNIS,0.8533333333333334,0.8421052631578947,0.847682119205298,76.0
BLUE GRAY GNATCATCHER,0.7362637362637363,0.8481012658227848,0.788235294117647,79.0
BLUE GROSBEAK,0.8823529411764706,0.8695652173913043,0.8759124087591241,69.0
BLUE GROUSE,0.7804878048780488,0.8888888888888888,0.8311688311688312,72.0
BLUE HERON,0.9090909090909091,0.9459459459459459,0.9271523178807948,74.0
BLUE MALKOHA,0.7530864197530864,0.8026315789473685,0.7770700636942676,76.0
BLUE THROATED PIPING GUAN,0.9420289855072463,0.8552631578947368,0.8965517241379309,76.0
BLUE THROATED TOUCANET,0.9615384615384616,0.9259259259259259,0.9433962264150944,54.0
BOBOLINK,0.8958333333333334,0.7049180327868853,0.7889908256880733,61.0
BORNEAN BRISTLEHEAD,0.9672131147540983,0.9516129032258065,0.959349593495935,62.0
BORNEAN LEAFBIRD,0.8392857142857143,0.7833333333333333,0.8103448275862069,60.0
BORNEAN PHEASANT,0.8852459016393442,0.8307692307692308,0.8571428571428572,65.0
BRANDT CORMARANT,0.7846153846153846,0.9272727272727272,0.8500000000000001,55.0
BREWERS BLACKBIRD,0.6125,0.7313432835820896,0.6666666666666667,67.0
BROWN CREPPER,0.7910447761194029,0.9298245614035088,0.8548387096774193,57.0
BROWN HEADED COWBIRD,0.746268656716418,0.704225352112676,0.7246376811594204,71.0
BROWN NOODY,0.9672131147540983,0.9516129032258065,0.959349593495935,62.0
BROWN THRASHER,0.8,0.967741935483871,0.8759124087591241,62.0
BUFFLEHEAD,0.7,0.8596491228070176,0.7716535433070866,57.0
BULWERS PHEASANT,1.0,0.8666666666666667,0.9285714285714286,60.0
BURCHELLS COURSER,0.9122807017543859,0.8813559322033898,0.8965517241379309,59.0
BUSH TURKEY,0.9,0.9310344827586207,0.9152542372881356,58.0
CAATINGA CACHOLOTE,0.8765432098765432,0.922077922077922,0.8987341772151898,77.0
CABOTS TRAGOPAN,0.8428571428571429,0.855072463768116,0.8489208633093526,69.0
CACTUS WREN,0.8823529411764706,0.9090909090909091,0.8955223880597014,66.0
CALIFORNIA CONDOR,0.8909090909090909,0.7313432835820896,0.8032786885245902,67.0
CALIFORNIA GULL,0.8148148148148148,0.7719298245614035,0.7927927927927928,57.0
CALIFORNIA QUAIL,0.9344262295081968,0.95,0.9421487603305784,60.0
CAMPO FLICKER,0.945054945054945,0.9885057471264368,0.9662921348314606,87.0
CANARY,0.7547169811320755,0.6896551724137931,0.7207207207207208,58.0
CANVASBACK,0.9166666666666666,0.88,0.8979591836734694,75.0
CAPE GLOSSY STARLING,0.8769230769230769,0.8636363636363636,0.8702290076335878,66.0
CAPE LONGCLAW,1.0,0.9583333333333334,0.9787234042553191,48.0
CAPE MAY WARBLER,0.647887323943662,0.8214285714285714,0.7244094488188976,56.0
CAPE ROCK THRUSH,0.84375,0.8709677419354839,0.8571428571428571,62.0
CAPPED HERON,0.9183673469387755,0.9782608695652174,0.9473684210526316,46.0
CAPUCHINBIRD,0.9122807017543859,0.9122807017543859,0.9122807017543859,57.0
CARMINE BEE-EATER,0.984375,1.0,0.9921259842519685,63.0
CASPIAN TERN,0.8285714285714286,0.9560439560439561,0.8877551020408164,91.0
CASSOWARY,0.9365079365079365,0.9516129032258065,0.944,62.0
CEDAR WAXWING,0.9466666666666667,0.9594594594594594,0.9530201342281879,74.0
CERULEAN WARBLER,0.8333333333333334,0.967741935483871,0.8955223880597015,62.0
CHARA DE COLLAR,0.8620689655172413,0.8771929824561403,0.8695652173913043,57.0
CHATTERING LORY,0.9107142857142857,0.9272727272727272,0.918918918918919,55.0
CHESTNET BELLIED EUPHONIA,0.765625,0.875,0.8166666666666667,56.0
CHESTNUT WINGED CUCKOO,0.890625,0.890625,0.890625,64.0
CHINESE BAMBOO PARTRIDGE,0.9210526315789473,0.958904109589041,0.9395973154362416,73.0
CHINESE POND HERON,0.7692307692307693,0.8333333333333334,0.8,60.0
CHIPPING SPARROW,0.875,0.8596491228070176,0.8672566371681416,57.0
CHUCAO TAPACULO,0.8666666666666667,0.9285714285714286,0.896551724137931,56.0
CHUKAR PARTRIDGE,0.8809523809523809,1.0,0.9367088607594937,74.0
CINNAMON ATTILA,0.6623376623376623,0.85,0.7445255474452555,60.0
CINNAMON FLYCATCHER,0.6458333333333334,0.9253731343283582,0.7607361963190185,67.0
CINNAMON TEAL,0.863013698630137,0.9545454545454546,0.906474820143885,66.0
CLARKS GREBE,0.8780487804878049,0.9863013698630136,0.9290322580645162,73.0
CLARKS NUTCRACKER,0.7910447761194029,0.9298245614035088,0.8548387096774193,57.0
COCK OF THE  ROCK,0.967741935483871,0.9230769230769231,0.9448818897637796,65.0
COCKATOO,0.945054945054945,1.0,0.9717514124293786,86.0
COLLARED ARACARI,0.9137931034482759,0.9298245614035088,0.9217391304347825,57.0
COLLARED CRESCENTCHEST,0.8769230769230769,0.9193548387096774,0.8976377952755904,62.0
COMMON FIRECREST,0.8148148148148148,0.9361702127659575,0.8712871287128713,47.0
COMMON GRACKLE,0.7714285714285715,0.782608695652174,0.7769784172661871,69.0
COMMON HOUSE MARTIN,0.7142857142857143,0.5660377358490566,0.631578947368421,53.0
COMMON IORA,0.6119402985074627,0.7192982456140351,0.6612903225806452,57.0
COMMON LOON,1.0,0.921875,0.959349593495935,64.0
COMMON POORWILL,0.8985507246376812,0.9393939393939394,0.9185185185185185,66.0
COMMON STARLING,0.9,0.9310344827586207,0.9152542372881356,58.0
COPPERSMITH BARBET,0.9420289855072463,0.9558823529411765,0.9489051094890512,68.0
COPPERY TAILED COUCAL,0.9322033898305084,0.9016393442622951,0.9166666666666666,61.0
CRAB PLOVER,0.8888888888888888,0.9795918367346939,0.9320388349514563,49.0
CRANE HAWK,0.9,0.6206896551724138,0.7346938775510204,58.0
CREAM COLORED WOODPECKER,1.0,0.9354838709677419,0.9666666666666666,62.0
CRESTED AUKLET,0.9682539682539683,0.9838709677419355,0.976,62.0
CRESTED CARACARA,0.9838709677419355,0.8840579710144928,0.9312977099236642,69.0
CRESTED COUA,0.8714285714285714,0.9242424242424242,0.8970588235294117,66.0
CRESTED FIREBACK,0.8367346938775511,0.7884615384615384,0.8118811881188118,52.0
CRESTED KINGFISHER,0.9875,1.0,0.9937106918238994,79.0
CRESTED NUTHATCH,0.8518518518518519,0.7419354838709677,0.7931034482758621,62.0
CRESTED OROPENDOLA,0.75,0.7377049180327869,0.743801652892562,61.0
CRESTED SERPENT EAGLE,0.759493670886076,0.8571428571428571,0.8053691275167785,70.0
CRESTED SHRIKETIT,0.7674418604651163,0.88,0.8198757763975156,75.0
CRESTED WOOD PARTRIDGE,0.9634146341463414,0.9294117647058824,0.9461077844311377,85.0
CRIMSON CHAT,0.9298245614035088,0.726027397260274,0.8153846153846154,73.0
CRIMSON SUNBIRD,0.85,0.9659090909090909,0.9042553191489362,88.0
CROW,0.6292134831460674,0.9180327868852459,0.7466666666666667,61.0
CUBAN TODY,0.9333333333333333,0.9824561403508771,0.9572649572649572,57.0
CUBAN TROGON,0.8333333333333334,0.8695652173913043,0.851063829787234,46.0
CURL CRESTED ARACURI,0.9833333333333333,0.9076923076923077,0.944,65.0
D-ARNAUDS BARBET,0.9318181818181818,0.9425287356321839,0.9371428571428572,87.0
DALMATIAN PELICAN,0.9827586206896551,0.9827586206896551,0.9827586206896551,58.0
DARJEELING WOODPECKER,0.9807692307692307,0.9272727272727272,0.9532710280373831,55.0
DARK EYED JUNCO,0.9368421052631579,0.9888888888888889,0.9621621621621621,90.0
DAURIAN REDSTART,0.7272727272727273,0.7741935483870968,0.7500000000000001,62.0
DEMOISELLE CRANE,0.9148936170212766,0.86,0.8865979381443299,50.0
DOUBLE BARRED FINCH,0.9444444444444444,0.9807692307692307,0.9622641509433962,52.0
DOUBLE BRESTED CORMARANT,0.8395061728395061,0.918918918918919,0.8774193548387097,74.0
DOUBLE EYED FIG PARROT,0.8873239436619719,0.8513513513513513,0.8689655172413793,74.0
DOWNY WOODPECKER,0.9027777777777778,0.9558823529411765,0.9285714285714286,68.0
DUNLIN,0.8539325842696629,0.9382716049382716,0.8941176470588234,81.0
DUSKY LORY,0.9824561403508771,0.9032258064516129,0.9411764705882352,62.0
DUSKY ROBIN,0.8524590163934426,0.7647058823529411,0.8062015503875968,68.0
EARED PITA,0.9090909090909091,0.9836065573770492,0.9448818897637795,61.0
EASTERN BLUEBIRD,0.9154929577464789,0.9027777777777778,0.9090909090909091,72.0
EASTERN BLUEBONNET,0.9791666666666666,0.8392857142857143,0.9038461538461539,56.0
EASTERN GOLDEN WEAVER,0.7169811320754716,0.6031746031746031,0.6551724137931034,63.0
EASTERN MEADOWLARK,0.9239130434782609,1.0,0.96045197740113,85.0
EASTERN ROSELLA,0.9838709677419355,0.9384615384615385,0.9606299212598426,65.0
EASTERN TOWEE,0.9090909090909091,0.8695652173913043,0.888888888888889,69.0
EASTERN WIP POOR WILL,0.8,0.9285714285714286,0.859504132231405,56.0
EASTERN YELLOW ROBIN,0.7075471698113207,1.0,0.8287292817679558,75.0
ECUADORIAN HILLSTAR,0.8518518518518519,0.8679245283018868,0.8598130841121496,53.0
EGYPTIAN GOOSE,0.9436619718309859,0.8933333333333333,0.9178082191780823,75.0
ELEGANT TROGON,0.9361702127659575,0.6984126984126984,0.8,63.0
ELLIOTS  PHEASANT,0.8307692307692308,0.84375,0.8372093023255814,64.0
EMERALD TANAGER,0.88,0.9361702127659575,0.9072164948453608,47.0
EMPEROR PENGUIN,0.9354838709677419,1.0,0.9666666666666666,58.0
EMU,0.9761904761904762,0.9534883720930233,0.9647058823529412,43.0
ENGGANO MYNA,0.8813559322033898,0.9122807017543859,0.8965517241379309,57.0
EURASIAN BULLFINCH,0.9571428571428572,0.8375,0.8933333333333334,80.0
EURASIAN GOLDEN ORIOLE,0.8518518518518519,0.8679245283018868,0.8598130841121496,53.0
EURASIAN MAGPIE,0.8448275862068966,0.8909090909090909,0.8672566371681416,55.0
EUROPEAN GOLDFINCH,1.0,0.9111111111111111,0.9534883720930233,45.0
EUROPEAN TURTLE DOVE,0.9666666666666667,0.9206349206349206,0.943089430894309,63.0
EVENING GROSBEAK,0.9444444444444444,0.8225806451612904,0.8793103448275862,62.0
FAIRY BLUEBIRD,0.8387096774193549,0.8,0.8188976377952757,65.0
FAIRY PENGUIN,0.90625,0.9666666666666667,0.9354838709677419,60.0
FAIRY TERN,0.9767441860465116,0.6176470588235294,0.7567567567567568,68.0
FAN TAILED WIDOW,0.782608695652174,0.6545454545454545,0.7128712871287128,55.0
FASCIATED WREN,0.5409836065573771,0.75,0.6285714285714287,44.0
FIERY MINIVET,0.7671232876712328,0.7567567567567568,0.761904761904762,74.0
FIORDLAND PENGUIN,0.9833333333333333,0.8805970149253731,0.9291338582677166,67.0
FIRE TAILLED MYZORNIS,0.8958333333333334,0.8958333333333334,0.8958333333333334,48.0
FLAME BOWERBIRD,0.9574468085106383,0.9,0.9278350515463918,50.0
FLAME TANAGER,0.847457627118644,0.78125,0.8130081300813008,64.0
FOREST WAGTAIL,1.0,0.8888888888888888,0.9411764705882353,72.0
FRIGATE,0.8923076923076924,0.9354838709677419,0.9133858267716536,62.0
FRILL BACK PIGEON,0.9473684210526315,0.967741935483871,0.9574468085106383,93.0
GAMBELS QUAIL,0.9322033898305084,0.9322033898305084,0.9322033898305084,59.0
GANG GANG COCKATOO,1.0,0.9807692307692307,0.9902912621359222,52.0
GILA WOODPECKER,0.8518518518518519,0.8679245283018868,0.8598130841121496,53.0
GILDED FLICKER,0.8,0.43636363636363634,0.5647058823529413,55.0
GLOSSY IBIS,0.9375,0.9868421052631579,0.9615384615384615,76.0
GO AWAY BIRD,0.9523809523809523,0.7692307692307693,0.8510638297872339,52.0
GOLD WING WARBLER,0.92,0.8846153846153846,0.9019607843137256,52.0
GOLDEN BOWER BIRD,0.7627118644067796,0.8181818181818182,0.7894736842105264,55.0
GOLDEN CHEEKED WARBLER,0.8695652173913043,0.8571428571428571,0.8633093525179856,70.0
GOLDEN CHLOROPHONIA,0.6621621621621622,0.9074074074074074,0.765625,54.0
GOLDEN EAGLE,0.7183098591549296,0.9107142857142857,0.8031496062992126,56.0
GOLDEN PARAKEET,0.9253731343283582,0.9841269841269841,0.9538461538461538,63.0
GOLDEN PHEASANT,0.9821428571428571,0.9166666666666666,0.9482758620689654,60.0
GOLDEN PIPIT,0.8245614035087719,0.8545454545454545,0.8392857142857144,55.0
GOULDIAN FINCH,0.9482758620689655,0.9482758620689655,0.9482758620689655,58.0
GRANDALA,0.9655172413793104,0.875,0.9180327868852458,64.0
GRAY CATBIRD,0.9,0.9,0.9,70.0
GRAY KINGBIRD,0.6732673267326733,0.918918918918919,0.7771428571428572,74.0
GRAY PARTRIDGE,0.7534246575342466,0.9016393442622951,0.8208955223880597,61.0
GREAT ARGUS,0.9444444444444444,0.918918918918919,0.9315068493150684,74.0
GREAT GRAY OWL,0.9354838709677419,0.9508196721311475,0.943089430894309,61.0
GREAT JACAMAR,0.9523809523809523,0.9836065573770492,0.9677419354838709,61.0
GREAT KISKADEE,0.8070175438596491,0.8846153846153846,0.8440366972477065,52.0
GREAT POTOO,0.8333333333333334,0.7547169811320755,0.7920792079207922,53.0
GREAT TINAMOU,0.9649122807017544,0.9322033898305084,0.9482758620689654,59.0
GREAT XENOPS,0.6216216216216216,0.35384615384615387,0.4509803921568628,65.0
GREATER PEWEE,0.796875,0.6455696202531646,0.7132867132867134,79.0
GREATER PRAIRIE CHICKEN,0.978021978021978,0.9888888888888889,0.9834254143646408,90.0
GREATOR SAGE GROUSE,0.9459459459459459,0.8974358974358975,0.9210526315789475,78.0
GREEN BROADBILL,0.8653846153846154,1.0,0.9278350515463918,45.0
GREEN JAY,0.9855072463768116,0.9444444444444444,0.9645390070921985,72.0
GREEN MAGPIE,0.961038961038961,0.9866666666666667,0.9736842105263157,75.0
GREEN WINGED DOVE,0.9375,0.8571428571428571,0.8955223880597014,70.0
GREY CUCKOOSHRIKE,0.6119402985074627,0.5942028985507246,0.6029411764705882,69.0
GREY HEADED CHACHALACA,0.9577464788732394,0.8095238095238095,0.8774193548387098,84.0
GREY HEADED FISH EAGLE,0.8245614035087719,0.7014925373134329,0.7580645161290324,67.0
GREY PLOVER,0.9836065573770492,0.8823529411764706,0.9302325581395349,68.0
GROVED BILLED ANI,0.875,0.8596491228070176,0.8672566371681416,57.0
GUINEA TURACO,0.9016393442622951,0.8088235294117647,0.8527131782945736,68.0
GUINEAFOWL,0.926829268292683,0.7755102040816326,0.8444444444444446,49.0
GURNEYS PITTA,0.9827586206896551,0.9661016949152542,0.9743589743589743,59.0
GYRFALCON,0.8387096774193549,0.6842105263157895,0.7536231884057972,76.0
HAMERKOP,0.9090909090909091,0.9722222222222222,0.9395973154362416,72.0
HARLEQUIN DUCK,0.9558823529411765,0.9420289855072463,0.9489051094890512,69.0
HARLEQUIN QUAIL,0.8484848484848485,0.9333333333333333,0.888888888888889,60.0
HARPY EAGLE,0.8089887640449438,0.9,0.8520710059171598,80.0
HAWAIIAN GOOSE,0.9672131147540983,0.9516129032258065,0.959349593495935,62.0
HAWFINCH,0.9473684210526315,0.9642857142857143,0.9557522123893805,56.0
HELMET VANGA,0.925,0.9866666666666667,0.9548387096774195,75.0
HEPATIC TANAGER,0.8333333333333334,0.625,0.7142857142857143,72.0
HIMALAYAN BLUETAIL,0.9473684210526315,0.9,0.9230769230769231,60.0
HIMALAYAN MONAL,0.9354838709677419,1.0,0.9666666666666666,58.0
HOATZIN,0.9705882352941176,1.0,0.9850746268656716,66.0
HOODED MERGANSER,0.9622641509433962,0.864406779661017,0.9107142857142857,59.0
HOOPOES,0.9454545454545454,1.0,0.9719626168224299,52.0
HORNED GUAN,0.9473684210526315,0.782608695652174,0.8571428571428571,69.0
HORNED LARK,0.9565217391304348,0.9565217391304348,0.9565217391304348,69.0
HORNED SUNGEM,0.9152542372881356,0.9473684210526315,0.9310344827586206,57.0
HOUSE FINCH,0.7350427350427351,0.8269230769230769,0.7782805429864252,104.0
HOUSE SPARROW,0.7254901960784313,0.6981132075471698,0.7115384615384615,53.0
HYACINTH MACAW,0.9714285714285714,0.9714285714285714,0.9714285714285714,70.0
IBERIAN MAGPIE,0.9402985074626866,0.9402985074626866,0.9402985074626865,67.0
IBISBILL,0.9629629629629629,0.9811320754716981,0.9719626168224299,53.0
IMPERIAL SHAQ,0.7446808510638298,0.6363636363636364,0.6862745098039216,55.0
INCA TERN,0.9661016949152542,0.9661016949152542,0.9661016949152542,59.0
INDIAN BUSTARD,0.96,0.96,0.96,50.0
INDIAN PITTA,0.9871794871794872,0.9871794871794872,0.9871794871794872,78.0
INDIAN ROLLER,0.8974358974358975,0.8641975308641975,0.880503144654088,81.0
INDIAN VULTURE,0.7894736842105263,0.8333333333333334,0.8108108108108109,54.0
INDIGO BUNTING,0.8166666666666667,0.8596491228070176,0.8376068376068376,57.0
INDIGO FLYCATCHER,0.7681159420289855,0.9298245614035088,0.8412698412698412,57.0
